user_input,columns
Span count greater than 200,"trace.span_id,since_span_start_ms,error,tracing.sampling,sli.dgs_duration_lt_1s,duration_ms,trace.trace_id,nf.stack,id,tx.name,sli.gateway_duration_lt_1s,meta.seconds_since_start,trace.parent_id,tx.propagation-level,edgar.link,http.status,type,nf.app,name,class,nf.region,method,nf.account,ptp.batch_size,authn.caller.direct.app,authn.caller.direct.source,nf.cluster,app.version,tx.read-only,nf.node,owner,meta.annotation_type,nf.zone,ipc.attempt,nf.vpc,niws.number_of_past_attempts_on_server,niws.number_of_past_servers_attempted,app.name,ipc.attempt.final,nf.asg,nf.env,grpc.status_code,ipc.vip,http.status_code,authn.caller_derived,batch.step.name,service_name,http.method,mvc.controller.class,mvc.controller.method,http.gql.query,http.path"
Show me a summary of all requests from Jeeves to metrics.duolingo.com,"telemetry.sdk.language,http.url,rpc.method,http.route,http.method,span.num_events,duration_ms,http.user_agent,http.host,exception.stacktrace,meta.refinery.reason,http.status_code,http.flavor,name,trace.trace_id,rpc.service,service.name,span.num_links,telemetry.sdk.name,trace.span_id,library.version,dc.det_service,status_message,telemetry.instrumentation_library,http.target,telemetry.sdk.version,dc.log10_duration_ms,aws.request_id,rpc.system,error,meta.annotation_type,meta.refinery.send_reason,status_code,meta.refinery.sample_key,span.kind,exception.message,telemetry.auto.version,meta.refinery.original_sample_rate,library.name,dc_simple_refinery_reason,http.server_name,http.scheme,net.host.port,meta.signal_type,exception.type,net.peer.ip,type,retry_attempts,trace.parent_id,parent_name,db.statement"
Slowest http requests,"http.client.duration.min,http.client.duration.p001,http.client.duration.avg,http.client.duration.max,http.client.duration.p05,http.client.duration.p01,http.client.duration.p90,http.client.duration.p999,http.client.duration.p75,http.client.duration.p50,http.server.duration.avg,http.client.duration.p99,http.client.duration.p95,http.server.duration.min,http.server.duration.p05,http.client.duration.p10,http.client.duration.p25,http.server.active_requests,http.server.duration.p01,http.server.duration.p001,http.client.duration.sum,http.url,http.method,http.server.duration.p75,http.server.duration.p95,http.server.duration.max,http.client.duration.count,http.server.duration.p99,http.server.duration.p999,http.server.duration.p10,metrics.network.bytes.receive,duration_ms,http.server.duration.p50,metrics.network.bytes.send,http.server.duration.p25,bubblegroup.workload.tags.http.route,net.transport,http.host,http.server.duration.sum,TImestamp,rpc.method,http.server.duration.count,metrics.network.errors.send,metrics.uptime,http.route,metrics.network.errors.receive,http.server.duration.p90,http.scheme,baserow.e,http.target,error,http.status_code,name,db.statement,exception.message,parent_name,trace.parent_id,service_name"
show post requests to /v1/users,"http.request_content_length,http.method,http.user_agent,http.route,http.response_content_length,http.status_code,http.url,user_agent.original,http.host,status_message,process.command_line,status_code,message.id,exception.stacktrace,thread.id,messaging.conversation_id,messaging.system,messaging.message_id,net.transport,messaging.client_id,host.arch,db.mongodb.collection,host.name,db.system,process.pid,http.target,parent_name,db.operation,messaging.operation,http.server_name,error,trace.parent_id,os.type,net.host.port,db.name,thread.name,name,trace.trace_id,db.connection_string,messaging.destination,span.num_links,net.sock.host.port,exception.message,http.flavor,service.name,messaging.rabbitmq.routing_key,trace.span_id,meta.annotation_type,messaging.rabbitmq.destination.routing_key,code.namespace,db.statement,service_name,duration_ms"
job with id 7a768ade-0ee6-4508-83b6-7e53350a3a19 ,"app.job_id,app.task_id,service.name,peer,error,aws.request_id,name,host.name,service.version,app.user.email,app.description,app.physical_plan_id,app.user.username,rpc.service,trace.span_id,aws.region,app.cli.job_args.runner-force-disk-cache,net.host.port,app.cli.job_args.codeint-cache,span.kind,app.cli.job_args.runner-plan-verbose,status_message,http.host,trace.parent_id,trace.link.trace_id,http.target,trace.trace_id,app.task_outcome,rpc.system,parent_name,app.user.fullname,exception.message,http.url,derived.env,net.peer.name,library.version,app.total_tasks,library.name,http.route,type,app.cli.job_args.allocation-strategy,app.tasks_finished,env.BPLN_ENV,net.peer.port,duration_ms,trace.link.span_id,app.runner_action,app.docker_cmd,app.cli.job_args.runner-cache,status_code,http.status_code,service_name"
PATCH,"error,host.arch,name,span.kind,net.transport,http.route,http.target,type,library.version,thread.id,code.function,host.name,container.id,db.name,http.host,db.system,thread.name,process.pid,library.name,db.user,db.operation,duration_ms,http.flavor,2xx_rate,code.namespace,os.description,messaging.system,content_size,rpc.system,met_response_target,sql_target_table,http.url,sql_verb,status_code,db.statement,rpc.method,http.method,parent_name,rpc.service,os.type,trace_missing_root,4xx_rate,process.command_line,exception.stacktrace,db.sql.table,service.name,trace.span_id,trace.parent_id,exception.type,process.runtime.version,exception.message,http.status_code"
"Show me a summary of requests in the past week with the header ""product-quality (DuolingoService)""","SampleRate,timeStarted,service.build_number,timeCreated,service.name,telemetry.sdk.language,http.user_agent,rpc.method,db.user,duration_ms,http.method,rpc.service,job_id,http.url,http.route,status_message,name,db.name,db.system,http.flavor,telemetry.sdk.version,telemetry.sdk.name,aws.queue_url,service.cluster,library.version,error,dc.det_service,meta.refinery.reason,span.kind,trace.trace_id,status_code,http.status_code,aws.request_id,path,exception.stacktrace,http.host,dc.log10_duration_ms,trace.span_id,meta.refinery.original_sample_rate,service.task_arn,http.target,meta.refinery.sample_key,dc_simple_refinery_reason,telemetry.auto.version,span.num_events,service.container_name,db.statement,service.server_name,state,rpc.system,exception.message,trace.parent_id,parent_name"
show the time that every http request took,"duration_ms,http.method,bubblegroup.workload.tags.http.route,TImestamp,http.url,http.host,exception.stacktrace,http.status_code,http.route,http.user_agent,bubblegroup.workload.tags.http.host,trace.trace_id,net.transport,sentry-trace_id,http.server_name,rpc.method,status_code,service.version,aws.request_id,http.scheme,net.host.port,http.target,trace.span_id,rpc.service,rpc.system,service.namespace,sentry-sampled,span.num_events,status_message,service.name,sentry-sample_rate,sentry-transaction,db.system,telemetry.instrumentation_library,bubblegroup.workload.non_billable,flags,user.id,net.peer.ip,name,span.num_links,user.untrusted_client_session_id,error,http.flavor,exception.message,db.name,trace.parent_id,telemetry.sdk.version,sentry-release,library.version,net.peer.name,parent_name,db.statement"
what are my errors?,"error,error.type,error.msg,sqs.error,error.cause_chain,target,code.lineno,latency,id,name,http.url,transaction.id,client_reference,code.namespace,type,duration_ms,provider,account.id,service.name,http.method,operation,busy_ns,idle_ns,status_code,library.name,http.host,classification,thread.id,entity_type,thread.name,library.version,code.filepath,customer.payment.outbound.missing_in_internal,level,parent_name,adapter.payment.missing_in_internal,net.host.port,service.version,span.kind,organisation.id,http.scheme,sqs.outcome,internal_account.id,organisation_id,http.path,http.user_agent,http.status_code,trace.parent_id,span.num_events,sns.topic,http.route"
http.route contains loan-application,"http.route,loan_application_id,http.method,preapproval.loan_application_id,http.url,rpc.method,vesta.loan_id,express.type,rpc.service,loan.vesta_loan_stage,http.host,plaid.webhook_code,http.scheme,graphql.path,vesta.webhook.path,preapproval.preapproved,customer.default_secondary_loan_contact_id,customer.default_primary_loan_contact_id,http.target,express.name,nestjs.controller,plaid.webhook_type,borrower_id,net.transport,borrower.fico_score,http.response.body.error,service.name,auth.scopes,borrower_task_id,tls.authorized,rates.rates_updated,graphql.field.path,chore.num_send_coborrower_confirmation_email_chores,session.type,db.name,rpc.system,request.malformed_body,auth.lease_issue,nestjs.module,exception.type,vesta.webhook.change,http.error_message,customer.name,vesta.webhook.decision.type,address.state,otel.service_name,error,library.name,graphql.operation.name,nestjs.callback,parent_name,exception.message,http.status_code,trace.parent_id,duration_ms,name"
can you show me the event loop lag for this nodejs app?,"sli.calendar-screen-performance,duration_ms,exception.stacktrace,http.host,process.pid,plugin.name,host.name,log10_duration_ms,net.peer.name,fastify.name,http.url,service.name,span.num_events,net.transport,http.target,net.peer.port,graphql.operation.name,net.host.name,graphql.source,fastify.type,net.host.port,http.route,trace.trace_id,web_error_rate,trace.span_id,os.type,service.instance.id,process.executable.name,process.runtime.version,cloud.platform,http.method,aws.ecs.task.revision,process.runtime.name,hook.name,telemetry.sdk.version,span.kind,meta.stressed,net.peer.ip,trace.parent_id,telemetry.sdk.language,library.name,http.response_content_length_uncompressed,name,net.host.ip,error,aws.ecs.cluster.arn,telemetry.sdk.name,telemetry.instrumentation_library,cloud.provider,non_web_error_rate,http.status_code,exception.message,parent_name"
Wagner,"Elapsed,Application,Duration,Operation,RequestId,Statement,EventType,name,Reef,Environment,error,SchemaName,ThreadId,library.name,ActionName,MachineName,service.name,Threshold,ContainerProvenance,MutexName,span.kind,ShortId,db.name,ActionId,IndexName,ThreadName,BackgroundTask,type,http.target,peer.service,http.url,SourceContext,http.route,db.system,ProcessName,ApplicationSet,RequestPath,ApplicationVersion,http.flavor,GitHomeFolder,EntityId,StartDelay,EnabledFeatureToggles,library.version,ConsumerGroupId,http.host,PeriodicBackgroundService,TransactionName,duration_ms,ProcessId,db.statement,parent_name,trace.parent_id,http.status_code,exception.message"
slowest database queries within automations,"sli.automations_processing_latency,data_queries,graphql.sources.active_record_preload.automation__automation_rule.duration_ms,graphql.sources.active_record_preload.automation__automation_rule.count,graphql.execute_query_lazy.duration_ms,sli.postgres_query_latency,db.system,graphql.execute_query.duration_ms,sli.gql_library_object_page_fetch_query_latency,db.operation,db.statement,graphql.analyze_query.duration_ms,sli.gql_get_secondary_case_overview_subjects_query_latency,db_statement_duration_ms_implies_gc_activity,db.name,db.user,sli.gql_dashboard_latency,graphql.sources.active_record_preload.duration_ms,sidekiq.total_duration_ms,graphql.analyze_multiplex.duration_ms,graphql.sources.active_record_preload.data_importing__case_import.duration_ms,sli.rails_latency,graphql.sources.active_record_preload.transactions__transaction_summary.duration_ms,graphql.sources.active_record_preload.investigations__device.duration_ms,sli.sidekiq_latency,graphql.sources.active_record_preload.auth__account.duration_ms,graphql.sources.active_record_preload.auth__badge.duration_ms,graphql.sources.active_record_preload.apps__organization_app.duration_ms,graphql.sources.active_record_preload.library__library_device.duration_ms,graphql.sources.active_record_preload.requests_for_information__request_for_information.duration_ms,data_ingestion_transactions_count,graphql.sources.active_record_preload.transactions__transaction_endpoint.duration_ms,graphql.sources.active_record_preload.investigations__business_entity.duration_ms,graphql.sources.active_record_preload.investigations__product.duration_ms,data_ingestion_record_transactions_count,active_model_serializers.connection_graph_serializer.duration_ms,graphql.sources.active_record_preload.library__library_tag.duration_ms,graphql.sources.active_record_preload.organizations__organization.duration_ms,sidekiq.queue_duration_ms,num_stale_results,graphql.sources.active_record_preload.investigations__bank_account.duration_ms,graphql.sources.active_record_preload.information_requests__information_request.duration_ms,graphql.sources.active_record_preload.library__library_institution_relationship.duration_ms,active_lock,graphql.sources.active_record_preload.library__library_business.duration_ms,data_ingestion_bank_accounts_count,graphql.parse.duration_ms,graphql.sources.active_record_preload.investigation_reviews__review_action_decision.duration_ms,graphql.sources.active_record_preload.information_requests__information_request_response.duration_ms,graphql.sources.active_record_preload.investigations__financial_institution.duration_ms,db.postgresql.prepared_statement_name,name,trace.parent_id,http.status_code,exception.message,parent_name,http.route,service_name,error,duration_ms"
